CCAA;año;edad;sexo;tasa_empleo;tasa_paro;tasa_actividad;;;;;;;;
            02 Aragón;2021;        De 20 a 24 años;Hombres;46.45;19.58;55.42;;;;;;;;
            03 Asturias, Principado de;2021;        De 20 a 24 años;Hombres;38.31;23.53;48.47;;;;;;;;
            04 Balears, Illes;2021;        De 20 a 24 años;Hombres;46.18;29.25;62.13;;;;;;;;
            05 Canarias;2021;        De 20 a 24 años;Hombres;36.79;54.06;54.82;;;;;;;;
            06 Cantabria;2021;        De 20 a 24 años;Hombres;39.10;29.95;45.63;;;;;;;;
            07 Castilla y León;2021;        De 20 a 24 años;Hombres;42.93;25.97;52.13;;;;;;;;
            08 Castilla - La Mancha;2021;        De 20 a 24 años;Hombres;46.90;25.76;58.94;;;;;;;;
            09 Cataluña;2021;        De 20 a 24 años;Hombres;47.14;25.55;60.56;;;;;;;;
            10 Comunitat Valenciana;2021;        De 20 a 24 años;Hombres;45.15;33.12;60.48;;;;;;;;
            11 Extremadura;2021;        De 20 a 24 años;Hombres;42.32;38.90;53.28;;;;;;;;
            12 Galicia;2021;        De 20 a 24 años;Hombres;41.87;29.32;51.65;;;;;;;;
            13 Madrid, Comunidad de;2021;        De 20 a 24 años;Hombres;44.08;26.47;55.29;;;;;;;;
            14 Murcia, Región de;2021;        De 20 a 24 años;Hombres;48.04;21.34;62.80;;;;;;;;
            15 Navarra, Comunidad Foral de;2021;        De 20 a 24 años;Hombres;40.80;23.29;49.89;;;;;;;;
            16 País Vasco;2021;        De 20 a 24 años;Hombres;38.45;31.59;46.11;;;;;;;;
            17 Rioja, La;2021;        De 20 a 24 años;Hombres;38.49;22.23;48.15;;;;;;;;
            18 Ceuta;2021;        De 20 a 24 años;Hombres;31.13;46.41;43.27;;;;;;;;
            19 Melilla;2021;        De 20 a 24 años;Hombres;32.72;34.49;48.98;;;;;;;;
            01 Andalucía;2021;        De 25 a 54 años;Hombres;46.16;16.51;57.36;;;;;;;;
            02 Aragón;2021;        De 25 a 54 años;Hombres;51.52;7.51;57.92;;;;;;;;
            03 Asturias, Principado de;2021;        De 25 a 54 años;Hombres;39.56;11.23;47.30;;;;;;;;
            04 Balears, Illes;2021;        De 25 a 54 años;Hombres;55.47;13.48;63.39;;;;;;;;
            05 Canarias;2021;        De 25 a 54 años;Hombres;46.32;19.28;56.74;;;;;;;;
            06 Cantabria;2021;        De 25 a 54 años;Hombres;42.87;9.53;47.50;;;;;;;;
            07 Castilla y León;2021;        De 25 a 54 años;Hombres;44.94;9.17;52.61;;;;;;;;
            08 Castilla - La Mancha;2021;        De 25 a 54 años;Hombres;54.16;9.91;61.68;;;;;;;;
            09 Cataluña;2021;        De 25 a 54 años;Hombres;54.17;9.08;61.76;;;;;;;;
            10 Comunitat Valenciana;2021;        De 25 a 54 años;Hombres;51.75;12.34;61.95;;;;;;;;
            11 Extremadura;2021;        De 25 a 54 años;Hombres;42.17;12.52;52.58;;;;;;;;
            12 Galicia;2021;        De 25 a 54 años;Hombres;45.89;9.61;52.65;;;;;;;;
            13 Madrid, Comunidad de;2021;        De 25 a 54 años;Hombres;48.32;9.04;55.74;;;;;;;;
            14 Murcia, Región de;2021;        De 25 a 54 años;Hombres;52.75;11.37;62.19;;;;;;;;
            15 Navarra, Comunidad Foral de;2021;        De 25 a 54 años;Hombres;49.34;10.58;53.84;;;;;;;;
            16 País Vasco;2021;        De 25 a 54 años;Hombres;37.39;7.80;44.70;;;;;;;;
            17 Rioja, La;2021;        De 25 a 54 años;Hombres;50.50;7.27;58.00;;;;;;;;
            18 Ceuta;2021;        De 25 a 54 años;Hombres;35.13;24.49;49.34;;;;;;;;
            19 Melilla;2021;        De 25 a 54 años;Hombres;41.61;18.10;51.30;;;;;;;;
            01 Andalucía;2021;        55 y más años;Hombres;48.32;17.27;58.22;;;;;;;;
            02 Aragón;2021;        55 y más años;Hombres;49.00;7.57;54.65;;;;;;;;
            03 Asturias, Principado de;2021;        55 y más años;Hombres;38.35;9.31;49.49;;;;;;;;
            04 Balears, Illes;2021;        55 y más años;Hombres;61.22;7.88;68.56;;;;;;;;
            05 Canarias;2021;        55 y más años;Hombres;46.10;23.33;58.24;;;;;;;;
            06 Cantabria;2021;        55 y más años;Hombres;43.61;7.65;49.03;;;;;;;;
            07 Castilla y León;2021;        55 y más años;Hombres;44.68;5.97;51.16;;;;;;;;
            08 Castilla - La Mancha;2021;        55 y más años;Hombres;54.39;11.16;62.14;;;;;;;;
            09 Cataluña;2021;        55 y más años;Hombres;53.74;7.43;61.88;;;;;;;;
            10 Comunitat Valenciana;2021;        55 y más años;Hombres;50.35;12.37;59.40;;;;;;;;
            11 Extremadura;2021;        55 y más años;Hombres;44.87;16.72;54.86;;;;;;;;
            12 Galicia;2021;        55 y más años;Hombres;42.59;9.42;49.43;;;;;;;;
            13 Madrid, Comunidad de;2021;        55 y más años;Hombres;47.06;10.04;54.29;;;;;;;;
            14 Murcia, Región de;2021;        55 y más años;Hombres;52.75;7.69;60.74;;;;;;;;
            15 Navarra, Comunidad Foral de;2021;        55 y más años;Hombres;47.22;9.47;54.62;;;;;;;;
            16 País Vasco;2021;        55 y más años;Hombres;39.80;8.20;49.78;;;;;;;;
            17 Rioja, La;2021;        55 y más años;Hombres;46.71;8.11;53.05;;;;;;;;
            18 Ceuta;2021;        55 y más años;Hombres;31.96;8.06;56.45;;;;;;;;
            19 Melilla;2021;        55 y más años;Hombres;43.21;5.83;54.33;;;;;;;;
            01 Andalucía;    2020;        Menores de 25 años;Hombres;57.47;47.26;66.38;;;;;;;;
            02 Aragón;    2020;        Menores de 25 años;Hombres;62.58;24.64;66.09;;;;;;;;
            03 Asturias, Principado de;    2020;        Menores de 25 años;Hombres;50.77;39.83;56.42;;;;;;;;
            04 Balears, Illes;    2020;        Menores de 25 años;Hombres;64.88;39.33;71.36;;;;;;;;
            05 Canarias;    2020;        Menores de 25 años;Hombres;59.08;54.63;67.59;;;;;;;;
            06 Cantabria;    2020;        Menores de 25 años;Hombres;59.68;41.97;63.25;;;;;;;;
            07 Castilla y León;    2020;        Menores de 25 años;Hombres;58.21;32.02;62.57;;;;;;;;
            08 Castilla - La Mancha;    2020;        Menores de 25 años;Hombres;62.83;36.66;68.74;;;;;;;;
            09 Cataluña;    2020;        Menores de 25 años;Hombres;63.63;35.09;68.75;;;;;;;;
            10 Comunitat Valenciana;    2020;        Menores de 25 años;Hombres;61.12;34.01;67.31;;;;;;;;
            11 Extremadura;    2020;        Menores de 25 años;Hombres;57.09;44.27;65.88;;;;;;;;
            12 Galicia;    2020;        Menores de 25 años;Hombres;55.13;31.15;59.98;;;;;;;;
            13 Madrid, Comunidad de;    2020;        Menores de 25 años;Hombres;66.73;30.41;71.96;;;;;;;;
            14 Murcia, Región de;    2020;        Menores de 25 años;Hombres;63.41;33.68;70.17;;;;;;;;
            15 Navarra, Comunidad Foral de;    2020;        Menores de 25 años;Hombres;61.89;27.81;66.87;;;;;;;;
            16 País Vasco;    2020;        Menores de 25 años;Hombres;61.12;30.64;64.66;;;;;;;;
            17 Rioja, La;    2020;        Menores de 25 años;Hombres;63.40;26.17;67.51;;;;;;;;
            18 Ceuta;    2020;        Menores de 25 años;Hombres;58.89;63.55;72.05;;;;;;;;
            19 Melilla;    2020;        Menores de 25 años;Hombres;54.65;82.37;67.57;;;;;;;;
            01 Andalucía;    2020;        25 y más años;Hombres;56.72;16.81;66.49;;;;;;;;
            02 Aragón;    2020;        25 y más años;Hombres;61.99;8.97;66.42;;;;;;;;
            03 Asturias, Principado de;    2020;        25 y más años;Hombres;51.29;12.82;57.20;;;;;;;;
            04 Balears, Illes;    2020;        25 y más años;Hombres;65.86;13.12;72.01;;;;;;;;
            05 Canarias;    2020;        25 y más años;Hombres;57.46;19.36;67.27;;;;;;;;
            06 Cantabria;    2020;        25 y más años;Hombres;59.47;10.18;63.83;;;;;;;;
            07 Castilla y León;    2020;        25 y más años;Hombres;57.56;9.38;62.05;;;;;;;;
            08 Castilla - La Mancha;    2020;        25 y más años;Hombres;63.03;12.01;69.48;;;;;;;;
            09 Cataluña;    2020;        25 y más años;Hombres;62.84;9.89;68.12;;;;;;;;
            10 Comunitat Valenciana;    2020;        25 y más años;Hombres;60.64;12.83;67.43;;;;;;;;
            11 Extremadura;    2020;        25 y más años;Hombres;56.82;16.08;64.96;;;;;;;;
            12 Galicia;    2020;        25 y más años;Hombres;54.36;9.89;59.63;;;;;;;;
            13 Madrid, Comunidad de;    2020;        25 y más años;Hombres;66.51;10.40;72.21;;;;;;;;
            14 Murcia, Región de;    2020;        25 y más años;Hombres;63.30;11.79;70.25;;;;;;;;
            15 Navarra, Comunidad Foral de;    2020;        25 y más años;Hombres;61.81;8.96;67.15;;;;;;;;
            16 País Vasco;    2020;        25 y más años;Hombres;59.58;7.42;64.15;;;;;;;;
            17 Rioja, La;    2020;        25 y más años;Hombres;63.00;8.06;68.33;;;;;;;;
            18 Ceuta;    2020;        25 y más años;Hombres;57.20;18.24;74.19;;;;;;;;
            19 Melilla;    2020;        25 y más años;Hombres;62.69;16.17;73.17;;;;;;;;
            01 Andalucía;    2020;        De 16 a 19 años;Hombres;56.03;61.57;67.23;;;;;;;;
            02 Aragón;    2020;        De 16 a 19 años;Hombres;61.20;35.32;66.18;;;;;;;;
            03 Asturias, Principado de;    2020;        De 16 a 19 años;Hombres;51.59;60.64;57.84;;;;;;;;
            04 Balears, Illes;    2020;        De 16 a 19 años;Hombres;62.45;55.13;71.27;;;;;;;;
            05 Canarias;    2020;        De 16 a 19 años;Hombres;52.16;70.36;65.27;;;;;;;;
            06 Cantabria;    2020;        De 16 a 19 años;Hombres;58.70;41.97;64.58;;;;;;;;
            07 Castilla y León;    2020;        De 16 a 19 años;Hombres;57.14;43.60;62.35;;;;;;;;
            08 Castilla - La Mancha;    2020;        De 16 a 19 años;Hombres;62.37;50.94;69.44;;;;;;;;
            09 Cataluña;    2020;        De 16 a 19 años;Hombres;62.65;44.18;68.66;;;;;;;;
            10 Comunitat Valenciana;    2020;        De 16 a 19 años;Hombres;58.24;44.42;66.44;;;;;;;;
            11 Extremadura;    2020;        De 16 a 19 años;Hombres;56.15;62.84;64.89;;;;;;;;
            12 Galicia;    2020;        De 16 a 19 años;Hombres;54.23;40.00;59.97;;;;;;;;
            13 Madrid, Comunidad de;    2020;        De 16 a 19 años;Hombres;65.14;46.56;71.77;;;;;;;;
            14 Murcia, Región de;    2020;        De 16 a 19 años;Hombres;64.25;58.31;71.87;;;;;;;;
            15 Navarra, Comunidad Foral de;    2020;        De 16 a 19 años;Hombres;59.21;32.79;66.04;;;;;;;;
            16 País Vasco;    2020;        De 16 a 19 años;Hombres;57.93;34.93;62.89;;;;;;;;
            17 Rioja, La;    2020;        De 16 a 19 años;Hombres;62.60;53.37;67.64;;;;;;;;
            18 Ceuta;    2020;        De 16 a 19 años;Hombres;54.74;100.00;68.30;;;;;;;;
            19 Melilla;    2020;        De 16 a 19 años;Hombres;63.55;100.00;75.89;;;;;;;;
            01 Andalucía;    2020;        De 20 a 24 años;Hombres;55.24;44.17;66.40;;;;;;;;
            02 Aragón;    2020;        De 20 a 24 años;Hombres;60.08;22.42;65.99;;;;;;;;
            03 Asturias, Principado de;    2020;        De 20 a 24 años;Hombres;49.70;38.08;57.01;;;;;;;;
            04 Balears, Illes;    2020;        De 20 a 24 años;Hombres;60.31;34.37;69.42;;;;;;;;
            05 Canarias;    2020;        De 20 a 24 años;Hombres;52.48;51.60;65.08;;;;;;;;
            06 Cantabria;    2020;        De 20 a 24 años;Hombres;56.31;41.96;62.69;;;;;;;;
            07 Castilla y León;    2020;        De 20 a 24 años;Hombres;56.15;29.50;61.96;;;;;;;;
            08 Castilla - La Mancha;    2020;        De 20 a 24 años;Hombres;60.21;33.75;68.43;;;;;;;;
            09 Cataluña;    2020;        De 20 a 24 años;Hombres;61.39;32.87;68.12;;;;;;;;
            10 Comunitat Valenciana;    2020;        De 20 a 24 años;Hombres;57.80;31.52;66.31;;;;;;;;
            11 Extremadura;    2020;        De 20 a 24 años;Hombres;52.78;39.96;62.90;;;;;;;;
            12 Galicia;    2020;        De 20 a 24 años;Hombres;53.95;29.47;59.88;;;;;;;;
            13 Madrid, Comunidad de;    2020;        De 20 a 24 años;Hombres;63.68;27.10;71.07;;;;;;;;
            14 Murcia, Región de;    2020;        De 20 a 24 años;Hombres;61.83;26.14;70.09;;;;;;;;
            15 Navarra, Comunidad Foral de;    2020;        De 20 a 24 años;Hombres;61.08;27.28;67.10;;;;;;;;
            16 País Vasco;    2020;        De 20 a 24 años;Hombres;57.75;30.03;62.37;;;;;;;;
            17 Rioja, La;    2020;        De 20 a 24 años;Hombres;61.29;21.52;66.66;;;;;;;;
            18 Ceuta;    2020;        De 20 a 24 años;Hombres;58.44;60.40;71.48;;;;;;;;
            19 Melilla;    2020;        De 20 a 24 años;Hombres;63.38;78.50;75.60;;;;;;;;
            01 Andalucía;    2020;        De 25 a 54 años;Hombres;56.09;17.24;66.99;;;;;;;;
            02 Aragón;    2020;        De 25 a 54 años;Hombres;62.86;9.29;68.00;;;;;;;;
            03 Asturias, Principado de;    2020;        De 25 a 54 años;Hombres;49.95;13.63;57.16;;;;;;;;
            04 Balears, Illes;    2020;        De 25 a 54 años;Hombres;65.72;14.14;72.15;;;;;;;;
            05 Canarias;    2020;        De 25 a 54 años;Hombres;56.08;19.68;68.09;;;;;;;;
            06 Cantabria;    2020;        De 25 a 54 años;Hombres;59.27;10.35;65.08;;;;;;;;
            07 Castilla y León;    2020;        De 25 a 54 años;Hombres;57.47;9.89;63.14;;;;;;;;
            08 Castilla - La Mancha;    2020;        De 25 a 54 años;Hombres;61.53;11.88;68.72;;;;;;;;
            09 Cataluña;    2020;        De 25 a 54 años;Hombres;62.89;10.23;69.13;;;;;;;;
            10 Comunitat Valenciana;    2020;        De 25 a 54 años;Hombres;60.44;12.87;67.65;;;;;;;;
            11 Extremadura;    2020;        De 25 a 54 años;Hombres;55.64;16.00;65.48;;;;;;;;
            12 Galicia;    2020;        De 25 a 54 años;Hombres;54.17;10.22;60.06;;;;;;;;
            13 Madrid, Comunidad de;    2020;        De 25 a 54 años;Hombres;65.78;10.50;71.99;;;;;;;;
            14 Murcia, Región de;    2020;        De 25 a 54 años;Hombres;62.55;12.77;69.80;;;;;;;;
            15 Navarra, Comunidad Foral de;    2020;        De 25 a 54 años;Hombres;63.29;9.41;67.58;;;;;;;;
            16 País Vasco;    2020;        De 25 a 54 años;Hombres;58.72;7.30;63.70;;;;;;;;
            17 Rioja, La;    2020;        De 25 a 54 años;Hombres;61.02;8.64;66.99;;;;;;;;
            18 Ceuta;    2020;        De 25 a 54 años;Hombres;59.46;19.32;74.14;;;;;;;;
            19 Melilla;    2020;        De 25 a 54 años;Hombres;59.86;16.60;73.40;;;;;;;;
            01 Andalucía;    2020;        55 y más años;Hombres;55.64;15.02;67.58;;;;;;;;
            02 Aragón;    2020;        55 y más años;Hombres;61.71;7.81;67.18;;;;;;;;
            03 Asturias, Principado de;    2020;        55 y más años;Hombres;51.05;9.87;57.67;;;;;;;;
            04 Balears, Illes;    2020;        55 y más años;Hombres;64.69;8.55;72.22;;;;;;;;
            05 Canarias;    2020;        55 y más años;Hombres;57.13;18.03;69.14;;;;;;;;
            06 Cantabria;    2020;        55 y más años;Hombres;59.28;9.58;64.73;;;;;;;;
            07 Castilla y León;    2020;        55 y más años;Hombres;57.25;7.79;63.09;;;;;;;;
            08 Castilla - La Mancha;    2020;        55 y más años;Hombres;61.33;12.50;69.40;;;;;;;;
            09 Cataluña;    2020;        55 y más años;Hombres;62.79;8.51;69.27;;;;;;;;
            10 Comunitat Valenciana;    2020;        55 y más años;Hombres;59.44;12.68;67.86;;;;;;;;
            11 Extremadura;    2020;        55 y más años;Hombres;54.25;16.35;65.80;;;;;;;;
            12 Galicia;    2020;        55 y más años;Hombres;53.20;8.68;60.08;;;;;;;;
            13 Madrid, Comunidad de;    2020;        55 y más años;Hombres;64.75;10.00;72.25;;;;;;;;
            14 Murcia, Región de;    2020;        55 y más años;Hombres;62.22;7.64;69.99;;;;;;;;
            15 Navarra, Comunidad Foral de;    2020;        55 y más años;Hombres;61.55;7.31;66.73;;;;;;;;
            16 País Vasco;    2020;        55 y más años;Hombres;58.30;7.86;64.19;;;;;;;;
            17 Rioja, La;    2020;        55 y más años;Hombres;61.71;6.07;67.15;;;;;;;;
            18 Ceuta;    2020;        55 y más años;Hombres;57.43;15.60;72.18;;;;;;;;
            19 Melilla;    2020;        55 y más años;Hombres;62.91;14.06;76.12;;;;;;;;
            01 Andalucía;    2019;        Menores de 25 años;Hombres;53.76;38.03;67.98;;;;;;;;
            02 Aragón;    2019;        Menores de 25 años;Hombres;62.33;24.79;67.48;;;;;;;;
            03 Asturias, Principado de;    2019;        Menores de 25 años;Hombres;50.70;27.56;57.83;;;;;;;;
            04 Balears, Illes;    2019;        Menores de 25 años;Hombres;65.09;26.87;73.10;;;;;;;;
            05 Canarias;    2019;        Menores de 25 años;Hombres;55.10;40.38;68.27;;;;;;;;
            06 Cantabria;    2019;        Menores de 25 años;Hombres;56.60;27.21;64.38;;;;;;;;
            07 Castilla y León;    2019;        Menores de 25 años;Hombres;56.59;26.93;63.24;;;;;;;;
            08 Castilla - La Mancha;    2019;        Menores de 25 años;Hombres;59.24;34.78;69.66;;;;;;;;
            09 Cataluña;    2019;        Menores de 25 años;Hombres;62.05;28.27;69.65;;;;;;;;
            10 Comunitat Valenciana;    2019;        Menores de 25 años;Hombres;58.18;26.95;67.90;;;;;;;;
            11 Extremadura;    2019;        Menores de 25 años;Hombres;51.51;37.34;65.20;;;;;;;;
            12 Galicia;    2019;        Menores de 25 años;Hombres;51.98;28.25;60.37;;;;;;;;
            13 Madrid, Comunidad de;    2019;        Menores de 25 años;Hombres;63.98;28.35;72.04;;;;;;;;
            14 Murcia, Región de;    2019;        Menores de 25 años;Hombres;61.34;28.14;70.62;;;;;;;;
            15 Navarra, Comunidad Foral de;    2019;        Menores de 25 años;Hombres;62.91;23.73;67.31;;;;;;;;
            16 País Vasco;    2019;        Menores de 25 años;Hombres;58.57;27.15;64.82;;;;;;;;
